,name,ratings,price,imgURL,storage_ram,camera,oS_Processor,display,network,battery
76,"('OnePlus 9 5G (Winter Mist, 128 GB)', None)","('3.9', None)","('₹42,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/n/y/-original-imagdhtmgbg6vyrd.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera48MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080$$pixel', None)","('Network Type5GSupported Networks4G LTE, CDMA, GSM, 5G', None)","('Battery Capacity4500 mAh', None)"
77,"('OnePlus 10 Pro 5G (Emerald Forest, 256 GB)', None)","('3.9', None)","('₹63,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/n/h/-original-imagdhvtjkha293f.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216 x 1440 pixel', None)","('Network Type5GSupported Networks5G, GSM, CDMA, 5G', None)","('Battery Capacity5000 mAh', None)"
78,"('OnePlus 9RT 5G (Nano Silver, 128 GB)', None)","('4.3', None)","('₹39,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/x/j/-original-imagawn2a5frb5vz.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400$$pixel', None)","('Network Type5GSupported Networks5G, GSM, 4G LTE, CDMA', None)","('Battery Capacity4500 mAh', None)"
79,"('OnePlus Nord (Gray Ash, 256 GB)', None)","('4', None)","('₹27,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/l/f/nord-b08695zsp6-oneplus-original-imagquu7bsge4zfx.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera48MP + 48MP + 8MPPrimary Camera FeaturesCINE aspect ratio video recording, UltraShot HDR, Nightscape, Super macro, Portrait, Pro mode, Panorama, AI scene detection, RAW image, Filters, Quick shareSecondary Camera AvailableYesSecondary Camera32MP Front CameraSecondary Camera FeaturesFace unlock, HDR, Screen flash, Face retouching, Filters, Ultra wide selfieFlashBackDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 10Processor TypeQualcomm® Snapdragon™ 765GProcessor CoreOcta CorePrimary Clock Speed2.4 GHzSecondary Clock Speed2.2 GHz', None)","('Display Size16.36 cm (6.44 inch)Resolution2400 x 1080Resolution TypeFull HD+GPUAdreno 620Other Display FeaturesVideo enhancer Reading mode Night mode', None)","('Network Type5GSupported Networks5G, 4G VoLTEBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi HotspotYesUSB TetheringYes', None)","('Battery Capacity4115 mAhBattery Typelithium-ion', None)"
80,"('OnePlus 6T McLaren Edition (Speed Orange, 256 GB)', None)","('4.4', None)","('₹26,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/j/d/6t-mclaren-edition-a6010-oneplus-original-imagqzywsbz3exbu.jpeg?q=70', None)","('Internal Storage256 GBRAM10 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera20MP + 16MP + 20MPSecondary Camera AvailableYesSecondary Camera16MP Front CameraFlashYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen 9Processor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.28 cm (6.41 inch)Resolution2280 x 1080', None)","('Network Type4G VOLTE, 4GSupported Networks4G VoLTE', None)","('Battery Capacity3300 mAh', None)"
81,"('OnePlus Nord 2T 5G (Jade Fog, 128 GB)', None)","('4.5', None)","('₹28,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/s/t/-original-imagfx6hzsqu438h.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 13Processor CoreDeca CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
82,"('OnePlus N20 SE (CELESTIAL BLACK, 64 GB)', None)","('4.4', None)","('₹15,674', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/b/a/nord-n20-se-cph2469-oneplus-original-imagjs7gxgzthg3p.jpeg?q=70', None)","('Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen 12.1Processor CoreOcta CorePrimary Clock Speed1600 MHz', None)","('Display Size16.66 cm (6.56 inch)Resolution1612×720$$pixels', None)","('Network Type4G VOLTESupported Networks4G VoLTE', None)","('Battery Capacity5000 mAh', None)"
83,"('OnePlus 11 5G (Marble Odyssey, 256 GB)', None)","('4.2', None)","('₹64,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/2/a/11-5g-cph2447-oneplus-original-imagqjjruwa6gauc.jpeg?q=70', None)","('Internal Storage256 GBRAM16 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen Android 13Primary Clock Speed3.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216x1440$$ Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
84,"('OnePlus 11 5G (Titan Black, 128 GB)', None)","('4.3', None)","('₹53,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/j/u/11-5g-b0bqjmrxqv-oneplus-original-imagmugyd8yzjczg.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid OxygenOS based on Android 13Processor CoreOcta CorePrimary Clock Speed3.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216x1440', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
85,"('OnePlus 10R 5G (Sierra Black, 256 GB)', None)","('4.3', None)","('₹34,099', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/d/t/-original-imaggceexfwc4huw.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
86,"('OnePlus 10R 5G (Prime Blue, 128 GB)', None)","('4.3', None)","('₹30,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/y/c/-original-imagj5u8kmgaybya.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera AvailableYesPrimary Camera48MP + 48MP + 8MP + 5MPPrimary Camera FeaturesCINE aspect ratio video recording, Video HDR, Cat&Dog face detect & focus, UltraShot HDR, Nightscape, Super Micro, Portrait, Pro Mode, Panorama, AI Scene Detection, RAW Image, Audio Zoom, Audio 3DSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFace Unlock, HDR, Screen Flash, Face RetouchingFlashBackDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen 12', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 Pixel', None)","('Network Type4G VOLTE, 4GSupported Networks4G VoLTE, 4G LTE', None)","('Battery Capacity5000 mAh', None)"
87,"('OnePlus 8 Pro (Ultramarine Blue, 256 GB)', None)","('4.3', None)","('₹43,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/l/d/8-pro-b078bn2h3r-oneplus-original-imagqzxznqzwpgvv.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oreo 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.86 GHz', None)","('Display Size17.22 cm (6.78 inch)Resolution3168 x 1440Resolution TypeFull HD+Display TypeFluid AMOLEDOther Display FeaturesAdaptive Display Vibrant Color Effect Pro Motion Graphics Smoothing Reading Mode Night Mode', None)","('Network Type5G, 4G VOLTESupported Networks5G, 4G VoLTEWi-FiYesWi-Fi HotspotYes', None)","('Battery Capacity4510 mAhBattery Typelithium-ion', None)"
88,"('OnePlus 9RT 5G (Hacker Black, 256 GB)', None)","('4.3', None)","('₹49,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/u/5/-original-imagdkxf7sg33nye.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GB', None)","('Primary Camera48MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400$$Pixels', None)","('Network Type5GSupported Networks5G, 4G LTE, CDMA, GSM', None)","('Battery Capacity4500 mAh', None)"
89,"('OnePlus 9RT 5G (Nano Silver, 256 GB)', None)","('4.4', None)","('₹50,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/x/j/-original-imagawn2a5frb5vz.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GB', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400$$Pixels', None)","('Network Type5GSupported Networks4G LTE, 5G, GSM, CDMA', None)","('Battery Capacity4500 mAh', None)"
90,"('OnePlus 9RT 5G (Hacker Black, 128 GB)', None)","('4.5', None)","('₹35,890', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/u/5/-original-imagdkxf7sg33nye.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera64MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400 pixel', None)","('Network Type5G, 4G VOLTESupported Networks4G LTE, GSM, 5G, CDMA', None)","('Battery Capacity4500 mAh', None)"
91,"('OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)', None)","('3.7', None)","('₹18,299', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/a/u/-original-imaggcz87qrge5ac.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size16.74 cm (6.59 inch)Resolution2412 x 1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
92,"('OnePlus Nord 2T 5G (Jade Fog, 128 GB)', None)","('4.2', None)","('₹27,950', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/s/t/-original-imagfx6hzsqu438h.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 13Processor CoreDeca CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
93,"('OnePlus 11 5G (Eternal Green, 256 GB)', None)","(nan, None)","('₹59,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/8/3/11-5g-b0bqjlcqd3-oneplus-original-imagmugsquuygsbg.jpeg?q=70', None)","('Internal Storage256 GBRAM16 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera48MP + 16MPPrimary Camera Features48MP rear camera with 4K video at 30/60 fps, 1080P video at 30/60 fps, super slow motion: 720p video at 480 fps, 1080p video at 240fps, time-lapse: 1080P 30fps, 4k 30fps, CINE aspect ratio video recording, ultrashot HDR, nightscape, micro, portrait, pro mode, panorama, cat&dog face detection&focus, AI scene detection, RAW image | 16MP front cameraSecondary Camera AvailableYesFlashBackHD RecordingYesFull HD RecordingYesVideo RecordingYesDigital Zoom2xDual Camera LensPrimary Camera', None)","('Operating SystemAndroid OxygenOS based on Android 13Processor CoreOcta CorePrimary Clock Speed3.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216x1440', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
94,"('OnePlus 8 (Glacial Green, 128 GB)', None)","(nan, None)","('₹29,759', None)","('https://rukminim2.flixcart.com/image/312/312/kabe9ow0/mobile/8/9/d/oneplus-8-b0756zfxwp456-original-imafrxffunruwqsh.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBSupported Memory Card TypeMicroSDMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary & Secondary Camera', None)","('Operating SystemAndroid Pie 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.84 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080$$pixelGPUAdreno 650Display TypeFluid AMOLEDHD Game SupportYes', None)","('Network Type4G, 5GSupported NetworksGSM, 4G VoLTE, 5GInternet ConnectivityWi-Fi 802.11, ac/ax/b/g/n/n 5GHz, MIMOBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac/ax, 2.4G+5G, 2x2 MIMOWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesGPS SupportYes', None)","('Battery Capacity4300 mAhBattery Typelithium-ion', None)"
95,"('OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)', None)","(nan, None)","('₹17,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/z/k/-original-imagdbyuc26yzmz8.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","(nan, None)","('Operating SystemAndroid Q 13Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400*1080', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
96,"('OnePlus 10R (Sierra Black, 128 GB)', None)","('4.3', None)","('₹29,535', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/q/v/-original-imageyq5akea25we.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
97,"('OnePlus Nord 2T 5G (Jade Fog, 128 GB)', None)","('4.4', None)","('₹27,900', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/s/t/-original-imagfx6hzsqu438h.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 13Processor CoreDeca CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
98,"('OnePlus Nord CE 2 5G (Bahama Blue, 128 GB)', None)","('4.3', None)","('₹17,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/m/d/-original-imagdbygzxe83p9p.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary & Secondary Camera', None)","('Operating SystemAndroid Q 13Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400*1080', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
99,"('OnePlus Nord CE 2 5G (Bahama Blue, 128 GB)', None)","('4.3', None)","('₹17,999', None)","('https://rukminim2.flixcart.com/image/312/312/l1tmf0w0/mobile/b/h/9/nord-ce-2-iv2201-oneplus-original-imagdbyggt7js6hn.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080$$pixels', None)","('Network Type5GSupported NetworksGSM, 4G LTE, 5G', None)","('Battery Capacity4500 mAh', None)"
100,"('OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)', None)","('4.3', None)","('₹17,890', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/r/b/nord-ce-3-lite-5g-ce2099-oneplus-original-imagzj42cctpjjze.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera108MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 13Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.07 cm (6.72 inch)Resolution2400x1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
101,"('OnePlus 10R 5G (Forest Green, 256 GB)', None)","('4.2', None)","('₹34,198', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/b/o/-original-imageypzw8gumvyz.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
102,"('OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)', None)","('4.3', None)","('₹21,499', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/z/nord-ce-3-lite-5g-ce2099-oneplus-original-imagzj3wqxzgquah.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera108MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Android 13Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.07 cm (6.72 inch)Resolution2400x1080', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
103,"('OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)', None)","('4.3', None)","('₹18,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/z/nord-ce-3-lite-5g-ce2099-oneplus-original-imagzj3wqxzgquah.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera108MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Android 13Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.07 cm (6.72 inch)Resolution2400x1080', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
104,"('OnePlus Nord (Gray Onyx, 256 GB)', None)","('4', None)","('₹22,999', None)","('https://rukminim2.flixcart.com/image/312/312/kdhphu80/mobile/n/v/j/oneplus-nord-b08695zsp6-original-imafue5gb5y3fwcy.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated SlotCall Log MemoryYes', None)","('Primary Camera AvailableYesPrimary Camera48MP + 8MPPrimary Camera FeaturesCINE aspect ratio video recording, UltraShot HDR, Nightscape, Super macro, Portrait, Pro mode, Panorama, AI scene detection, RAW image, Filters, Quick shareOptical ZoomNoSecondary Camera AvailableYesSecondary Camera32MP + 8MP Dual Front CameraSecondary Camera FeaturesFace unlock, HDR, Screen flash, Face retouching, Filters, Ultra wide selfieFlashBackFrame Rate90 fpsDual Camera LensPrimary & Secondary Camera', None)","('Operating SystemAndroid Q 10Processor TypeQualcomm® Snapdragon™ 765GProcessor CoreOcta CorePrimary Clock Speed2.4 GHzSecondary Clock Speed2.2 GHz', None)","('Display Size16.36 cm (6.44 inch)Resolution2400 x 1080$$pixelResolution TypeFull HD+GPUAdreno 620Display Typefluid AmoledOther Display FeaturesVideo enhancer\nReading mode\nNight mode', None)","(""Network Type5G, 4G VOLTESupported Networks5G, GSMInternet ConnectivityIN, GSM, (850/900/1800/1900), WCDMA, (B1/B2/B4/B5/B8/B9/B19), LTE-FDD, (B1/2/3/4/5/7/8/12/17/18/19/20/26), LTE-TDD, (B38/39/40/41/46), 5G, N78, MIMO:LTE: B1, 3, 40 NR: N78, Network connectivity may vary depending on carrier's network and related service deployment3GYesBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesNFCYesUSB TetheringYesUSB ConnectivityYes"", None)","('Battery Capacity4115 mAhBattery Typelithium-ion', None)"
105,"('OnePlus Nord (Blue Marble, 64 GB)', None)","('4.3', None)","('₹22,980', None)","('https://rukminim2.flixcart.com/image/312/312/kdhphu80/mobile/g/r/y/oneplus-nord-b08695zsp6-original-imafue5jgeayfz4x.jpeg?q=70', None)","('Internal Storage64 GBRAM6 GBMemory Card Slot TypeDedicated SlotCall Log MemoryYes', None)","('Primary Camera AvailableYesPrimary Camera48MP + 8MPPrimary Camera FeaturesCINE aspect ratio video recording, UltraShot HDR, Nightscape, Super macro, Portrait, Pro mode, Panorama, AI scene detection, RAW image, Filters, Quick shareOptical ZoomNoSecondary Camera AvailableYesSecondary Camera32MP + 8MP Dual Front CameraSecondary Camera FeaturesFace unlock, HDR, Screen flash, Face retouching, Filters, Ultra wide selfieFlashBackFrame Rate90 fpsDual Camera LensPrimary & Secondary Camera', None)","('Operating SystemAndroid Q 10Processor TypeQualcomm® Snapdragon™ 765GProcessor CoreOcta CorePrimary Clock Speed2.4 GHzSecondary Clock Speed2.2 GHz', None)","('Display Size16.36 cm (6.44 inch)Resolution2400 x 1080$$pixelResolution TypeFull HD+GPUAdreno 620Display Typefluid AmoledOther Display FeaturesVideo enhancer\nReading mode\nNight mode', None)","(""Network Type5G, 4G VOLTESupported Networks5G, GSMInternet ConnectivityIN, GSM, (850/900/1800/1900), WCDMA, (B1/B2/B4/B5/B8/B9/B19), LTE-FDD, (B1/2/3/4/5/7/8/12/17/18/19/20/26), LTE-TDD, (B38/39/40/41/46), 5G, N78, MIMO:LTE: B1, 3, 40 NR: N78, Network connectivity may vary depending on carrier's network and related service deployment3GYesBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesNFCYesUSB TetheringYesUSB ConnectivityYes"", None)","('Battery Capacity4115 mAhBattery Typelithium-ion', None)"
106,"('OnePlus 8 (Onyx Black, 256 GB)', None)","('4.5', None)","('₹34,999', None)","('https://rukminim2.flixcart.com/image/312/312/kabe9ow0/mobile/x/e/3/oneplus-8-b0756zfxwp12-original-imafrxffjyjztgjf.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBSupported Memory Card TypeMicroSDMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera48MP + 2MP + 16MPPrimary Camera Features48MP rear camera with 4K video at 30/60 fps, 1080P video at 30/60 fps, super slow motion: 720p video at 480 fps, 1080p video at 240fps, time-lapse: 1080P 30fps, 4k 30fps, CINE aspect ratio video recording, ultrashot HDR, nightscape, micro, portrait, pro mode, panorama, cat&dog face detection&focus, AI scene detection, RAW image | 16MP front cameraOptical ZoomNoSecondary Camera AvailableYesSecondary Camera16MP Front CameraFlashBackHD RecordingYesFull HD RecordingYesVideo RecordingYesDigital Zoom2XDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.84 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400*1080 PixelGPUAdreno 650Display TypeFluid AMOLEDHD Game SupportYes', None)","('Network Type4G VOLTE, 5GSupported Networks4G VoLTE, 5GInternet ConnectivityWi-Fi 802.11, ac/ax/b/g/n/n 5GHz, MIMOBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac/ax, 2.4G+5G, 2x2 MIMOWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesGPS SupportYes', None)","('Battery Capacity4300 mAhBattery Typelithium-ion', None)"
107,"('OnePlus 8 (Interstellar Glow, 256 GB)', None)","('4.5', None)","('₹32,990', None)","('https://rukminim2.flixcart.com/image/312/312/kc0u7bk0/mobile/h/u/v/oneplus-8-in2011-original-imaft8nfsgev8rbs.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBSupported Memory Card TypeMicroSDMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera48MP + 2MP + 16MPPrimary Camera Features48MP rear camera with 4K video at 30/60 fps, 1080P video at 30/60 fps, super slow motion: 720p video at 480 fps, 1080p video at 240fps, time-lapse: 1080P 30fps, 4k 30fps, CINE aspect ratio video recording, ultrashot HDR, nightscape, micro, portrait, pro mode, panorama, cat&dog face detection&focus, AI scene detection, RAW image | 16MP front cameraSecondary Camera AvailableYesFlashBackHD RecordingYesFull HD RecordingYesVideo RecordingYesDigital Zoom2xDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.84 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080$$pixelGPUAdreno 650Display TypeFluid AMOLEDHD Game SupportYes', None)","('Network Type3G, 4G VOLTE, 5GSupported Networks4G VoLTE, 5GInternet ConnectivityWi-Fi 802.11, ac/ax/b/g/n/n 5GHz, MIMOBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac/ax, 2.4G+5G, 2x2 MIMOWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesGPS SupportYes', None)","('Battery Capacity4300 mAhBattery Typelithium-ion', None)"
